ARO Accession,Model Name,ARO Name,Protein Accession,DNA Accession,AMR Gene Family,Drug Class,Resistance Mechanism,CARD Short Name
3001918,CTX-M-56,CTX-M-56,ABN48311.1,EF374097.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-56
3001002,TEM-138,TEM-138,AAW47922.1,AY853593.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-138
3002493,SRT-1,SRT-1,BAA23130.1,AB008454.1,SRT beta-lactamase,cephalosporin,antibiotic inactivation,SRT-1
3002477,LEN-14,LEN-14,AAP93847.1,AY265889.1,LEN beta-lactamase,penam;penem,antibiotic inactivation,LEN-14
3002516,OCH-3,OCH-3,CAC17623.1,AJ295341.1,OCH beta-lactamase,cephalosporin;cephamycin;monobactam;penam;penem,antibiotic inactivation,OCH-3
3001150,SHV-101,SHV-101,ABV72593.1,EU155018.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-101
3002403,OXY-2-8,OXY-2-8,AAL17873.1,AY055205.1,OXY beta-lactamase,cephalosporin;monobactam;penam,antibiotic inactivation,OXY-2-8
3003179,VIM-43,VIM-43,AJP67511.1,KP096412.1,VIM beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem,antibiotic inactivation,VIM-43
3002655,APH(4)-Ia,APH(4)-Ia,CAA24743.1,V01499.1,APH(4),aminoglycoside antibiotic,antibiotic inactivation,APH(4)-Ia
3000423,FomA,FomA,BAA32493.1,AB016934.1,Fom phosphotransferase family,phosphonic acid antibiotic,antibiotic inactivation,FomA
3002341,GES-12,GES-12,CBG22732.1,FN554543.1,GES beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,GES-12
3002117,CMY-105,CMY-105,AHL39330.1,KJ207205.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-105
3002600,AAC(3)-Ib/AAC(6')-Ib'',AAC(3)-Ib/AAC(6')-Ib'' fusion protein,AAL82588.1,AF355189.1,AAC(3);AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC_3Ib_AAC_6Ib
3001093,SHV-35,SHV-35,AAL68926.1,AY070258.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-35
3001383,TEM-206,TEM-206,AGK82336.1,KC783461.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-206
3001416,OXA-21,OXA-21,CAA71699.2,Y10693.2,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-21
3001168,SHV-121,SHV-121,AEI83429.1,HQ661362.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-121
3003250,bcrC,bcrC,AAA99503.1,L20573.1,undecaprenyl pyrophosphate related proteins,peptide antibiotic,antibiotic target alteration,bcrC
3002459,LEN-9,LEN-9,AXA30439.1,CP016344.1,LEN beta-lactamase,penam;penem,antibiotic inactivation,LEN-9
3002665,npmA,npmA,BAF80809.1,AB261016.2,16S rRNA methyltransferase (A1408),aminoglycoside antibiotic,antibiotic target alteration,npmA
3002429,OKP-A-12,OKP-A-12,CAP12354.2,AM850916.2,OKP beta-lactamase,cephalosporin;penam,antibiotic inactivation,OKP-A-12
3000959,TEM-92,TEM-92,AAF66653.1,AF143804.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-92
3002112,CMY-100,CMY-100,AHA80101.1,KF526113.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-100
3002332,GES-3,GES-3,BAD06399.1,AB113580.1,GES beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,GES-3
3002168,MIR-2,MIR-2,AAO42602.1,AY227752.1,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation,MIR-2
3001948,CTX-M-88,CTX-M-88,WP_063860086.1,NZ_SQNR01000043.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-88
3001644,OXA-113,OXA-113,ABW70410.1,EF653400.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-113
3002436,OKP-B-3,OKP-B-3,CAJ19611.1,AM051152.1,OKP beta-lactamase,cephalosporin;penam,antibiotic inactivation,OKP-B-3
3000826,sdiA,sdiA,AAL20862.1,AE006468.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux,sdiA
3003160,OXA-422,OXA-422,AIY30331.1,KM433671.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-422
3001472,OXA-178,OXA-178,ADI58622.1,HM113564.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-178
3003094,imiH,imiH,CAD69003.1,AJ548797.1,CphA beta-lactamase,carbapenem,antibiotic inactivation,imiH
3002468,LEN-21,LEN-21,CAP12349.2,AM850911.2,LEN beta-lactamase,penam;penem,antibiotic inactivation,LEN-21
3002797,QnrS8,QnrS8,AHE41345.1,KF730652.1,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection,QnrS8
3001784,OXA-181,OXA-181,AEP16366.1,JN205800.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-181
3001840,ACT-19,ACT-19,AHM76779.1,KF992029.1,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation,ACT-19
3001181,SHV-137,SHV-137,AEI83430.1,HQ661363.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-137
3001623,OXA-83,OXA-83,ABC26007.1,DQ309277.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-83
3001850,ACT-30,ACT-30,AIT76086.1,KM087833.1,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation,ACT-30
3001191,SHV-152,SHV-152,AFQ23958.1,JX121119.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-152
3001404,OXA-9,OXA-9,AAA98406.1,M55547.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-9
3001347,SHV-164,SHV-164,CCK86744.1,HE981194.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-164
3002695,cmlA5,cmlA5,AAM77075.1,AY115475.1,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,cmlA5
3001985,CTX-M-126,CTX-M-126,BAL72196.1,AB703103.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-126
3001024,TEM-158,TEM-158,ABQ00181.1,EF534736.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-158
3002442,OKP-B-9,OKP-B-9,CAJ19618.1,AM051159.1,OKP beta-lactamase,cephalosporin;penam,antibiotic inactivation,OKP-B-9
3004605,ermZ,ermZ,CAM96571.1,AM709783.1,Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic,antibiotic target alteration,ermZ
3002654,APH(3')-VIIa,APH(3')-VIIa,AAA76822.1,M29953.1,APH(3'),aminoglycoside antibiotic,antibiotic inactivation,APH(3')-VIIa
3002662,APH(9)-Ia,APH(9)-Ia,AAB58447.1,U94857.1,APH(9),aminoglycoside antibiotic,antibiotic inactivation,APH(9)-Ia
3001455,OXA-150,OXA-150,ACX31142.1,GQ853681.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-150
3002032,CMY-21,CMY-21,AAZ66866.1,DQ139328.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-21
3003172,ACT-37,ACT-37,AJG06172.1,KM926622.1,ACT beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation,ACT-37
3001486,OXA-208,OXA-208,CCA94644.1,FR853176.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-208
3000592,ErmN,ErmN,CAA66307.2,X97721.2,Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,ErmN
3002078,CMY-65,CMY-65,AEI52842.1,JF780936.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-65
3002278,VIM-8,VIM-8,AAS13759.1,AY524987.1,VIM beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem,antibiotic inactivation,VIM-8
3002856,dfrA24,dfrA24,CAI99385.1,AJ972619.1,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,antibiotic target replacement,dfrA24
3003206,lsaE,lsaE,AAL05554.1,AF408195.1,lsa-type ABC-F protein,lincosamide antibiotic;pleuromutilin antibiotic;streptogramin antibiotic,antibiotic target protection,lsaE
3001175,SHV-128,SHV-128,ADE58494.1,GU932590.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-128
3002727,QnrB13,QnrB13,ABX72042.1,EU273755.1,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection,QnrB13
3001770,OXA-43,OXA-43,CAD32565.1,AJ488303.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-43
3003097,CfxA6,CfxA6,ACT97371.1,GQ342996.1,CfxA beta-lactamase,cephamycin,antibiotic inactivation,CfxA6
3002019,CMY-8,CMY-8,AAD50818.2,AF167990.3,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-8
3002467,LEN-20,LEN-20,CAP12348.2,AM850910.2,LEN beta-lactamase,penam;penem,antibiotic inactivation,LEN-20
3002015,CMY-4,CMY-4,CAA75402.1,Y15130.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-4
3002751,QnrB36,QnrB36,AEL00458.1,JN173058.1,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection,QnrB36
3002376,VEB-7,VEB-7,ACO56763.1,FJ825622.1,VEB beta-lactamase,cephalosporin;monobactam,antibiotic inactivation,VEB-7
3001658,OXA-174,OXA-174,ADI58618.1,HM113560.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-174
3002435,OKP-B-2,OKP-B-2,CAJ19610.1,AM051151.1,OKP beta-lactamase,cephalosporin;penam,antibiotic inactivation,OKP-B-2
3000958,TEM-91,TEM-91,BAB16308.1,AB049569.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-91
3003095,imiS,imiS,CAA71441.1,Y10415.1,CphA beta-lactamase,carbapenem,antibiotic inactivation,imiS
3001967,CTX-M-107,CTX-M-107,AEM44650.1,JF274244.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-107
3001874,CTX-M-11,CTX-M-11,AAF93177.1,AY005110.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-11
3002071,CMY-110,CMY-110,BAO05497.1,AB872957.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-110
3001984,CTX-M-125,CTX-M-125,AFO69261.1,JQ724542.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-125
3002098,CMY-85,CMY-85,AHL39322.1,KJ207202.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-85
3003055,smeD,smeD,CAC14594.1,AJ252200.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,smeD
3000883,TEM-11,TEM-11,AAW66604.1,AY874537.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-11
3001201,SHV-162,SHV-162,AFQ23968.1,JX121129.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-162
3000934,TEM-67,TEM-67,AAD33116.2,AF091113.2,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-67
3002073,CMY-60,CMY-60,AEM97672.1,JF460794.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-60
3001780,OXA-85,OXA-85,AAP69916.1,AY227054.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-85
3002843,vatD,vatD,AAK84316.1,AF368302.1,streptogramin vat acetyltransferase,streptogramin A antibiotic;streptogramin antibiotic,antibiotic inactivation,vatD
3002641,APH(3')-Ia,APH(3')-Ia,CAE51638.1,BX664015.1,APH(3'),aminoglycoside antibiotic,antibiotic inactivation,APH(3')-Ia
3000888,TEM-17,TEM-17,CAA74912.2,Y14574.2,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-17
3001350,SHV-180,SHV-180,AJO16040.1,KP050487.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-180
3003005,CfxA4,CfxA4,AAV37205.1,AY769933.1,CfxA beta-lactamase,cephamycin,antibiotic inactivation,CfxA4
3001804,OXA-145,OXA-145,ACN85419.1,FJ790516.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-145
3002293,VIM-23,VIM-23,ACT33323.1,GQ242167.1,VIM beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem,antibiotic inactivation,VIM-23
3002111,CMY-98,CMY-98,AGH70380.1,KC603538.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-98
3002583,AAC(6')-29a,AAC(6')-29a,WP_064190968.1,NG_048575.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC(6')-29a
3002108,CMY-95,CMY-95,AGC54799.1,JX514369.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-95
3001384,TEM-207,TEM-207,AGK40892.1,KC818234.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-207
3000593,ErmQ,ErmQ,AAC36915.1,L22689.1,Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic,antibiotic target alteration,ErmQ
3002267,IND-11,IND-11,ADK25050.1,HM245379.1,IND beta-lactamase,carbapenem,antibiotic inactivation,IND-11
3001302,chrB,chrB,AAS79458.1,AY509120.1,non-erm 23S ribosomal RNA methyltransferase (G748),lincosamide antibiotic;macrolide antibiotic,antibiotic target alteration,chrB
3001090,SHV-32,SHV-32,AAK69828.1,AY037778.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-32
3001960,CTX-M-101,CTX-M-101,ADY02545.1,HQ398214.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-101
3002129,CMY-118,CMY-118,AIT76091.1,KM087838.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-118
3002046,CMY-35,CMY-35,ABN51007.1,EF394371.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-35
3001132,SHV-78,SHV-78,CAJ47133.2,AM176553.2,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-78
3002257,IND-2,IND-2,AAG29757.1,AF219127.1,IND beta-lactamase,carbapenem,antibiotic inactivation,IND-2
3001467,OXA-167,OXA-167,ADK35871.1,HM488988.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-167
3001654,OXA-143,OXA-143,ACX70402.1,GQ861437.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-143
3001041,TEM-176,TEM-176,ADB90239.1,GU550123.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-176
3002133,DHA-2,DHA-2,AAG36927.1,AF259520.1,DHA beta-lactamase,cephalosporin;cephamycin,antibiotic inactivation,DHA-2
3001898,CTX-M-36,CTX-M-36,BAD16611.1,AB177384.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-36
3001015,TEM-148,TEM-148,CAJ32372.1,AM087454.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-148
3001545,OXA-358,OXA-358,AGZ83154.1,KF421161.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-358
3001553,OXA-366,OXA-366,AJO16038.1,KP050485.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-366
3001897,CTX-M-35,CTX-M-35,BAD83775.1,AB176534.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-35
3002609,aadA9,aadA9,ABG49324.1,DQ390458.1,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation,aadA9
3002767,QnrB54,QnrB54,CCI51002.2,HE820727.2,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection,QnrB54
3002470,LEN-23,LEN-23,CAP12351.2,AM850913.2,LEN beta-lactamase,penam;penem,antibiotic inactivation,LEN-23
3000805,OprN,OprN,AAG05883.1,AE004091.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,diaminopyrimidine antibiotic;fluoroquinolone antibiotic;phenicol antibiotic,antibiotic efflux,OprN
3002701,Rhodococcus fascians cmr,Rhodococcus fascians cmr,CAA78046.1,Z12001.1,major facilitator superfamily (MFS) antibiotic efflux pump,phenicol antibiotic,antibiotic efflux,Rfas_cmr
3001493,OXA-225,OXA-225,AEP43731.1,JN638887.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-225
3002346,GES-17,GES-17,ADZ48685.1,HQ874631.1,GES beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,GES-17
3000840,JOHN-1,JOHN-1,AAK38324.1,AY028464.1,JOHN beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,JOHN-1
3002925,vanR gene in vanF cluster,vanR gene in vanF cluster,AAR84672.1,AF155139.1,glycopeptide resistance gene cluster;vanR,glycopeptide antibiotic,antibiotic target alteration,vanR_in_vanF_cl
3003553,CepS,CepS,CAA56561.1,X80277.1,CepS beta-lactamase,cephalosporin,antibiotic inactivation,CepS
3000606,FEZ-1,FEZ-1,CAB96921.1,Y17896.1,FEZ beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,FEZ-1
3003167,CTX-M-159,CTX-M-159,BAP18874.1,AB976602.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-159
3002217,IMP-26,IMP-26,ACY01749.1,GU045307.1,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem,antibiotic inactivation,IMP-26
3001032,TEM-166,TEM-166,ACI25375.1,FJ197316.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-166
3003069,vanXY gene in vanG cluster,vanXY gene in vanG cluster,ABA71732.1,DQ212986.1,glycopeptide resistance gene cluster;vanXY,glycopeptide antibiotic,antibiotic target alteration,vanXY_in_vanG
3003186,CARB-23,CARB-23,AHJ02283.1,CP007005.1,CARB beta-lactamase,penam,antibiotic inactivation,CARB-23
3003034,mexX,mexX,BAA34299.1,AB015853.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;cephamycin;disinfecting agents and antiseptics;fluoroquinolone antibiotic;macrolide antibiotic;penam;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,mexX
3003811,adeC,adeC,ALX99516.1,CP013924.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,glycylcycline;tetracycline antibiotic,antibiotic efflux,adeC
3002390,OXY-1-2,OXY-1-2,CAI43413.1,AJ871865.1,OXY beta-lactamase,cephalosporin;monobactam;penam,antibiotic inactivation,OXY-1-2
3004866,NDM-23,NDM-23,AWU66462.1,MH450214.1,NDM beta-lactamase,carbapenem;cephalosporin;cephamycin;penam,antibiotic inactivation,NDM-23
3002062,CMY-51,CMY-51,AFK73431.1,JQ733571.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-51
3002192,IMP-1,IMP-1,CAA11471.1,AJ223604.1,IMP beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem,antibiotic inactivation,IMP-1
3003067,smeS,smeS,AAD51347.1,AF173226.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic;cephalosporin;cephamycin;penam,antibiotic efflux,smeS
3001425,OXA-31,OXA-31,AAK52604.1,AF294653.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-31
3003155,SHV-188,SHV-188,CEA29751.1,LN515534.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-188
3002987,bcrA,bcrA,AAA99504.1,L20573.1,ATP-binding cassette (ABC) antibiotic efflux pump,peptide antibiotic,antibiotic efflux,bcrA
3002738,QnrB23,QnrB23,ACS71747.1,FJ981622.1,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection,QnrB23
3002409,OXY-3-1,OXY-3-1,AAN28732.1,AF491278.1,OXY beta-lactamase,cephalosporin;monobactam;penam,antibiotic inactivation,OXY-3-1
3002910,vanL,vanL,ABX54687.1,EU250284.1,Van ligase;glycopeptide resistance gene cluster,glycopeptide antibiotic,antibiotic target alteration,vanL
3003064,ykkD,ykkD,CAB13167.1,AL009126.1,small multidrug resistance (SMR) antibiotic efflux pump,aminoglycoside antibiotic;phenicol antibiotic;tetracycline antibiotic,antibiotic efflux,ykkD
3001065,SHV-6,SHV-6,CAA71948.1,Y11069.1,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,SHV-6
3002502,PDC-5,PDC-5,ACQ82810.1,FJ666068.1,PDC beta-lactamase,carbapenem;cephalosporin;cephamycin;monobactam;penam,antibiotic inactivation,PDC-5
3002715,QnrB2,QnrB2,ABO93588.1,EF488762.1,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection,QnrB2
3002739,QnrB24,QnrB24,ADI46626.1,HM192542.1,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection,QnrB24
3000873,TEM-1,TEM-1,CAD09800.1,AL513383.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-1
3001305,ErmU,ErmU,CAA44667.1,X62867.1,Erm 23S ribosomal RNA methyltransferase,lincosamide antibiotic;macrolide antibiotic;streptogramin antibiotic,antibiotic target alteration,ErmU
3002308,VIM-38,VIM-38,AGE83081.2,KC469971.2,VIM beta-lactamase,carbapenem;cephalosporin;cephamycin;penam;penem,antibiotic inactivation,VIM-38
3002757,QnrB42,QnrB42,AEQ94272.1,JN680743.1,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection,QnrB42
3000975,TEM-112,TEM-112,AAS89982.1,AY589493.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-112
3002569,AAC(6')-Iy,AAC(6')-Iy,AAF03531.1,AF144880.1,AAC(6'),aminoglycoside antibiotic,antibiotic inactivation,AAC(6')-Iy
3001681,OXA-278,OXA-278,AGI65307.1,KC771279.1,OXA beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation,OXA-278
3002008,CTX-M-151,CTX-M-151,BAP34782.1,AB916359.1,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation,CTX-M-151
3001021,TEM-155,TEM-155,ABG77582.1,DQ679961.1,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation,TEM-155
3002096,CMY-83,CMY-83,AFU25638.1,JX440351.1,CMY beta-lactamase,cephamycin,antibiotic inactivation,CMY-83
