ARO,Cluster#,ARG Name,ARG Family,Drug class
3001176,2,SHV-129,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001117,2,SHV-62,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001126,2,SHV-72,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001149,2,SHV-97,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001356,2,SHV-172,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001151,2,SHV-102,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001101,2,SHV-43,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001113,2,SHV-57,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001104,2,SHV-46,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001073,2,SHV-14,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001189,2,SHV-150,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001183,2,SHV-141,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001078,2,SHV-20,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001196,2,SHV-157,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001200,2,SHV-161,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001171,2,SHV-124,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001091,2,SHV-33,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001110,2,SHV-53,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001169,2,SHV-122,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001155,2,SHV-106,SHV beta-lactamase,carbapenem;cephalosporin;penam
3003153,2,SHV-186,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001148,2,SHV-96,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001145,2,SHV-93,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001121,2,SHV-66,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001131,2,SHV-77,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001178,2,SHV-134,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001083,2,SHV-25,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001128,2,SHV-74,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001059,2,SHV-1,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001130,2,SHV-76,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001060,2,SHV-2,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001152,2,SHV-103,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001125,2,SHV-71,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001197,2,SHV-158,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001114,2,SHV-59,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001158,2,SHV-109,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001080,2,SHV-22,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001111,2,SHV-55,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001352,2,SHV-168,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001357,2,SHV-173,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001340,2,SHV-119,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001135,2,SHV-81,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001089,2,SHV-31,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001188,2,SHV-149,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001092,2,SHV-34,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001186,2,SHV-147,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001120,2,SHV-65,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001173,2,SHV-126,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001146,2,SHV-94,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001204,2,SHV-167,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001115,2,SHV-60,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001172,2,SHV-125,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001077,2,SHV-19,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001134,2,SHV-80,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001084,2,SHV-26,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001118,2,SHV-63,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001072,2,SHV-13,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001179,2,SHV-135,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001337,2,SHV-99,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001105,2,SHV-48,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001156,2,SHV-107,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001139,2,SHV-85,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001108,2,SHV-51,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001344,2,SHV-143,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001153,2,SHV-104,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001182,2,SHV-140,SHV beta-lactamase,carbapenem;cephalosporin;penam
3003154,2,SHV-187,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001159,2,SHV-110,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001170,2,SHV-123,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001061,2,SHV-2A,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001081,2,SHV-23,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001140,2,SHV-86,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001103,2,SHV-45,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001193,2,SHV-154,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001138,2,SHV-84,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001124,2,SHV-70,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001147,2,SHV-95,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001098,2,SHV-40,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001160,2,SHV-111,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001127,2,SHV-73,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001190,2,SHV-151,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001075,2,SHV-16,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001086,2,SHV-28,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001187,2,SHV-148,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001198,2,SHV-159,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001351,2,SHV-183,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001167,2,SHV-120,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001064,2,SHV-5,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001174,2,SHV-127,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001085,2,SHV-27,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001087,2,SHV-29,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001199,2,SHV-160,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001336,2,SHV-98,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001107,2,SHV-50,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001194,2,SHV-155,SHV beta-lactamase,carbapenem;cephalosporin;penam
3003156,2,SHV-189,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001102,2,SHV-44,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001345,2,SHV-144,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001066,2,SHV-7,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001185,2,SHV-145,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001361,2,SHV-178,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001203,2,SHV-165,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001202,2,SHV-163,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001362,2,SHV-179,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001062,2,SHV-3,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001063,2,SHV-4,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005207,2,SHV-205,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005208,2,SHV-222,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005209,2,SHV-198,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005210,2,SHV-195,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005211,2,SHV-201,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005212,2,SHV-212,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005213,2,SHV-204,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005214,2,SHV-197,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005215,2,SHV-216,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005223,2,SHV-194,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005224,2,SHV-220,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005225,2,SHV-210,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005226,2,SHV-208,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005227,2,SHV-206,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005228,2,SHV-226,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005229,2,SHV-196,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005230,2,SHV-211,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005231,2,SHV-219,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005232,2,SHV-199,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005233,2,SHV-227,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005234,2,SHV-223,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005235,2,SHV-214,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005236,2,SHV-207,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005237,2,SHV-1b-b,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005238,2,SHV-218,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005239,2,SHV-193,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005240,2,SHV-224,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005241,2,SHV-225,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005242,2,SHV-209,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005243,2,SHV-215,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005247,2,SHV-228,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005248,2,SHV-200,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005249,2,SHV-203,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005250,2,SHV-217,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005251,2,SHV-213,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005252,2,SHV-221,SHV beta-lactamase,carbapenem;cephalosporin;penam
3005253,2,SHV-202,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001164,2,SHV-115,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001165,2,SHV-116,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001341,2,SHV-132,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001346,2,SHV-146,SHV beta-lactamase,carbapenem;cephalosporin;penam
3001355,2,SHV-171,SHV beta-lactamase,carbapenem;cephalosporin;penam
3003590,2,SHV-190,SHV beta-lactamase,carbapenem;cephalosporin;penam
3003591,2,SHV-191,SHV beta-lactamase,carbapenem;cephalosporin;penam
3002507,3,PDC-8,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3002502,3,PDC-5,PDC beta-lactamase,carbapenem;cephalosporin;cephamycin;monobactam;penam
3002497,3,PDC-1,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3002506,3,PDC-7,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3002509,3,PDC-10,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3002500,3,PDC-3,PDC beta-lactamase,carbapenem;cephalosporin;cephamycin;monobactam;penam
3002498,3,PDC-2,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3002508,3,PDC-9,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3002505,3,PDC-6,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3002501,3,PDC-4,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005278,3,PDC-118,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005283,3,PDC-384,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005279,3,PDC-324,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004336,3,PDC-73,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004337,3,PDC-74,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004338,3,PDC-75,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004339,3,PDC-76,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004340,3,PDC-77,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004341,3,PDC-78,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004342,3,PDC-79,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004343,3,PDC-80,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004344,3,PDC-81,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004345,3,PDC-82,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004346,3,PDC-83,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004347,3,PDC-84,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004348,3,PDC-85,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004349,3,PDC-86,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004350,3,PDC-87,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004351,3,PDC-88,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004352,3,PDC-89,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004353,3,PDC-90,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004354,3,PDC-91,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004355,3,PDC-92,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3004356,3,PDC-93,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005280,3,PDC-323,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005281,3,PDC-258,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005275,3,PDC-438,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005276,3,PDC-284,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005038,3,PDC-65,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005039,3,PDC-55,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005124,3,PDC-63,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005125,3,PDC-57,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005122,3,PDC-68,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005123,3,PDC-70,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005126,3,PDC-66,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005127,3,PDC-14,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005128,3,PDC-47,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005129,3,PDC-51,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005132,3,PDC-11,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005134,3,PDC-43,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005135,3,PDC-54,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005137,3,PDC-59,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005139,3,PDC-67,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005140,3,PDC-56,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005141,3,PDC-52,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005142,3,PDC-44,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005143,3,PDC-240,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005144,3,PDC-61,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005145,3,PDC-45,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005146,3,PDC-49,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005147,3,PDC-50,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005148,3,PDC-48,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005151,3,PDC-53,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005152,3,PDC-72,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005153,3,PDC-69,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005155,3,PDC-23,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005156,3,PDC-28,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005277,3,PDC-105,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005274,3,PDC-225,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005282,3,PDC-413,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005284,3,PDC-264,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
3005285,3,PDC-201,PDC beta-lactamase,carbapenem;cephalosporin;monobactam
